csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,5124,Mr. Chipp,6,2,2,1.0,1,0,-2,2022Q3,2,4,0.5,1,,All Other Markets Combined,Mr. Chipp,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",5129,Awesome Catering DFW,4,2,2,1.0,1,7,5,2022Q4,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",Awesome Catering DFW,2.0,6.0,0.3333,Food Services,6.0,20.0,5.0,74.9,,6.0,2022Q4
All Other Markets Combined,5130,SodexoMagic - Jackson Memorial South,3,1,1,1.0,26,452,426,2023Q1,26,27,0.963,26,0.72,All Other Markets Combined,SodexoMagic - Jackson Memorial South,348.0,362.0,0.9613,Food Services,1.1051,17.454767726161368,10.4741,12659.57,0.5584,452.0,2023Q1
"Dallas-Fort Worth, TX-OK",5132,Maverick Fulfillment,3,4,4,1.0,6,34,-43,2022Q4,24,81,0.2963,6,1.4,"Dallas-Fort Worth, TX-OK",Maverick Fulfillment,18.0,18.0,1.0,Warehouse,2.0,16.9,30.1667,513.99,1.1429,20.0,2022Q4
"Dallas-Fort Worth, TX-OK",5146,A La Carte Catering & Cakes,4,1,1,1.0,18,291,266,2022Q3,22,26,0.8462,18,1.2941,"Dallas-Fort Worth, TX-OK",A La Carte Catering & Cakes,163.0,173.0,0.9422,Food Services,1.18,14.626666666666669,3.6065,6189.2,1.4722,177.0,2022Q3
All Other Markets Combined,5148,D&D CLEANING SERVICE,1,1,1,1.0,2,1,-1,2022Q3,3,3,1.0,2,20.0,All Other Markets Combined,D&D CLEANING SERVICE,,,,,,,,,,,2022Q3
"Las Vegas-Henderson, NV",5150,Smiley Pies LLC,6,1,1,1.0,5,6,1,2022Q3,5,6,0.8333,5,6.0,"Las Vegas-Henderson, NV",Smiley Pies LLC,,,,,,,,,,,2022Q3
All Other Markets Combined,5159,Elite Occasion by Timina Lenae,2,3,3,1.0,2,3,-12,2022Q3,6,18,0.3333,2,0.0,All Other Markets Combined,Elite Occasion by Timina Lenae,,,,,,,,,,,2022Q3
"Dallas-Fort Worth, TX-OK",5162,Fetch Package - Plano,5,2,3,1.5,24,78,-90,2022Q3,66,170,0.3882,24,1.2174,"Dallas-Fort Worth, TX-OK",Fetch Package - Plano,,,,,,,,,,,2022Q3
All Other Markets Combined,5171,Signature Catering - San Antonio,3,2,3,1.5,10,168,6,2022Q3,32,164,0.1951,10,1.4444,All Other Markets Combined,Signature Catering - San Antonio,85.0,95.0,0.8947,Hospitality,2.6765,17.0,12.7073,2400.79,6.4848,91.0,2022Q3
All Other Markets Combined,5184,1-800 Water Damage of Athens,4,4,1,0.25,1,0,0,2022Q4,1,4,0.25,1,,All Other Markets Combined,1-800 Water Damage of Athens,,,,,,,,,,,2022Q4
All Other Markets Combined,5187,Arizona Nights,2,2,2,1.0,3,8,-4,2022Q3,5,14,0.3571,3,14.0,All Other Markets Combined,Arizona Nights,,,,,,,,,,,2022Q3
All Other Markets Combined,5191,Westview Orchards & Winery,2,2,3,1.5,14,42,12,2022Q4,20,32,0.625,14,0.3846,All Other Markets Combined,Westview Orchards & Winery,26.0,27.0,0.963,Events,1.1667,17.0,3.6757,224.68,1.6471,21.0,2022Q4
All Other Markets Combined,5193,Tube and Solid Tire,1,2,3,1.5,2,5,-3,2022Q4,5,10,0.5,2,7.0,All Other Markets Combined,Tube and Solid Tire,,,,,,,,,,,2022Q4
All Other Markets Combined,5195,Nomes Caterings ,5,4,3,0.75,1,0,-8,2023Q1,3,12,0.25,1,,All Other Markets Combined,Nomes Caterings ,3.0,4.0,0.75,Food Services,4.0,15.0,5.0,35.93,,4.0,2023Q1
All Other Markets Combined,5207,Gibson Investments,1,1,1,1.0,1,0,0,2022Q3,1,1,1.0,1,,All Other Markets Combined,Gibson Investments,,,,,,,,,,,2022Q3
All Other Markets Combined,5208,Catering Out The Box,12,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Catering Out The Box,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5219,Graze Craze Sandy,2,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Graze Craze Sandy,,,,,,,,,,,2022Q4
All Other Markets Combined,5223,First We Eat Catering,2,3,3,1.0,3,42,34,2022Q4,5,11,0.4545,3,13.5,All Other Markets Combined,First We Eat Catering,37.0,38.0,0.9737,Food Services,1.4231,16.423076923076923,6.5758,1163.12,12.2857,37.0,2022Q4
All Other Markets Combined,5233,SpringHill Suites by Marriott,12,2,2,1.0,4,27,21,2023Q2,5,8,0.625,4,0.0,All Other Markets Combined,SpringHill Suites by Marriott,12.0,14.0,0.8571,Hospitality,2.0714,16.285714285714285,10.1154,266.88,27.8,29.0,2023Q2
"Salt Lake City-Provo-Orem, UT",5240,Hope and Henry,3,2,2,1.0,24,79,-79,2022Q4,56,160,0.35,24,1.0435,"Salt Lake City-Provo-Orem, UT",Hope and Henry,3.0,3.0,1.0,Warehouse,3.0,15.0,1.0,106.21,,3.0,2022Q4
"Las Vegas-Henderson, NV",5245,Interior Services NV LLC,3,5,4,0.8,2,3,-18,2023Q2,6,26,0.2308,2,1.0,"Las Vegas-Henderson, NV",Interior Services NV LLC,6.0,8.0,0.75,Delivery,4.0,17.0,3.5,188.95,1.0,8.0,2023Q2
All Other Markets Combined,5249,A Davis Events,2,2,2,1.0,1,16,14,2022Q4,2,4,0.5,1,,All Other Markets Combined,A Davis Events,7.0,9.0,0.7778,Events,4.0,18.5,124.4286,153.6,0.0,16.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5254,Point S. Tire,4,2,1,0.5,2,2,-2,2022Q4,3,6,0.5,2,2.0,"Salt Lake City-Provo-Orem, UT",Point S. Tire,,,,,,,,,,,2022Q4
All Other Markets Combined,5257,Joy Is vacation rental cleaning,3,2,1,0.5,1,0,0,2022Q4,1,2,0.5,1,,All Other Markets Combined,Joy Is vacation rental cleaning,,,,,,,,,,,2022Q4
All Other Markets Combined,5264,Sweetwater Cuisine,2,1,1,1.0,13,76,61,2022Q4,16,16,1.0,13,2.1667,All Other Markets Combined,Sweetwater Cuisine,40.0,43.0,0.9302,Food Services,1.3333,13.651515151515152,2.3,1587.37,8.7,44.0,2022Q4
"Dallas-Fort Worth, TX-OK",5270,The Grill LLC,9,1,1,1.0,5,12,8,2022Q4,5,5,1.0,5,4.75,"Dallas-Fort Worth, TX-OK",The Grill LLC,4.0,4.0,1.0,Food Services,1.0,17.8,4.3333,83.78,81.6667,5.0,2022Q4
All Other Markets Combined,5272,Xtreme Marketing VB,5,4,4,1.0,9,23,-68,2022Q4,25,95,0.2632,9,1.875,All Other Markets Combined,Xtreme Marketing VB,,,,,,,,,,,2022Q4
All Other Markets Combined,5274,Brigade Events,4,1,2,2.0,10,16,-2,2022Q4,15,19,0.7895,10,1.5556,All Other Markets Combined,Brigade Events,6.0,6.0,1.0,Manufacturing,1.0,15.0,1.5,196.62,78.6667,4.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5282,Stroops,4,1,1,1.0,5,4,0,2022Q4,5,5,1.0,5,2.5,"Salt Lake City-Provo-Orem, UT",Stroops,,,,,,,,,,,2022Q4
All Other Markets Combined,5286,Jenkins Restorations - Chesapeake,14,4,6,1.5,4,308,228,2022Q4,21,84,0.25,4,1.6667,All Other Markets Combined,Jenkins Restorations - Chesapeake,282.0,302.0,0.9338,Construction,1.973,16.925675675675677,2.0983,10925.28,2.0993,292.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5287,Hotel Park City,4,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Hotel Park City,,,,,,,,,,,2022Q4
All Other Markets Combined,5289,AMG Cleaning Services,1,1,1,1.0,1,2,2,2022Q4,1,1,1.0,1,,All Other Markets Combined,AMG Cleaning Services,,,,,,,,,,,2022Q4
All Other Markets Combined,5291,Graniti Vicentia LLC,3,2,1,0.5,54,1162,167,2022Q4,165,997,0.1655,54,0.5094,All Other Markets Combined,Graniti Vicentia LLC,685.0,754.0,0.9085,Manufacturing,3.433,15.0,4.92,21611.18,1.4512,769.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5315,Leftovers,3,2,2,1.0,1,0,-2,2022Q4,2,4,0.5,1,,"Salt Lake City-Provo-Orem, UT",Leftovers,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5316,Preston Hollow Catering,12,2,2,1.0,4,3,-3,2022Q4,6,8,0.75,4,0.0,"Dallas-Fort Worth, TX-OK",Preston Hollow Catering,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5322,Oakmont Country Club,3,3,2,0.6667,9,244,229,2022Q4,14,18,0.7778,9,3.375,"Dallas-Fort Worth, TX-OK",Oakmont Country Club,185.0,185.0,1.0,Food Services,1.0054,16.79032258064516,5.5545,6859.36,1.6932,187.0,2022Q4
"Las Vegas-Henderson, NV",5323,Restoration 1 (Las Vegas),1,2,2,1.0,3,4,-6,2022Q4,6,12,0.5,3,2.5,"Las Vegas-Henderson, NV",Restoration 1 (Las Vegas),,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5325,Bountiful Collision,2,1,1,1.0,1,2,2,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Bountiful Collision,,,,Manufacturing,1.0,17.0,4.0,,,2.0,2022Q4
"Dallas-Fort Worth, TX-OK",5326,Consolidated Clothiers,7,1,1,1.0,4,3,0,2022Q4,4,4,1.0,4,1.0,"Dallas-Fort Worth, TX-OK",Consolidated Clothiers,,,,,,,,,,,2022Q4
All Other Markets Combined,5333,Renue Systems of Michigan,3,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Renue Systems of Michigan,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5334,BSP Warehousing & Distribution,218,2,2,1.0,14,54,-7,2023Q2,28,63,0.4444,14,1.9231,"Dallas-Fort Worth, TX-OK",BSP Warehousing & Distribution,48.0,52.0,0.9231,Warehouse,2.3333,15.083333333333334,30.625,1903.32,7.4,56.0,2023Q2
All Other Markets Combined,5335,Global Cleaning Services Corporation,15,2,3,1.5,23,58,-116,2022Q4,56,176,0.3182,23,0.9545,All Other Markets Combined,Global Cleaning Services Corporation,,,,Janitorial,1.0,13.0,2.25,,,1.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5336,Legends Boxing HQ,3,5,5,1.0,4,36,10,2022Q4,9,31,0.2903,4,0.0,"Salt Lake City-Provo-Orem, UT",Legends Boxing HQ,40.0,40.0,1.0,Entertainment,2.9091,16.363636363636363,3.4615,1043.19,14.5,32.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5337,The Leonardo - Events,10,1,2,2.0,7,97,75,2022Q4,12,23,0.5217,7,3.1667,"Salt Lake City-Provo-Orem, UT",The Leonardo - Events,48.0,58.0,0.8276,Events,3.25,17.0,16.0,720.0,4.4706,52.0,2022Q4
All Other Markets Combined,5338,Complete Restoration Services,1,1,1,1.0,5,52,48,2022Q4,5,5,1.0,5,6.75,All Other Markets Combined,Complete Restoration Services,36.0,36.0,1.0,Construction,1.0,18.90277777777778,5.4667,1841.71,3.2353,36.0,2022Q4
All Other Markets Combined,5339,Hindu Society of Minnesota,6,2,2,1.0,3,18,13,2022Q4,4,7,0.5714,3,4.0,All Other Markets Combined,Hindu Society of Minnesota,2.0,3.0,0.6667,Hospitality,1.1429,18.0,13.1429,110.79,96.0,8.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5340,Meier's Catering,1,2,3,1.5,3,27,17,2022Q4,6,12,0.5,3,7.0,"Salt Lake City-Provo-Orem, UT",Meier's Catering,19.0,20.0,0.95,Food Services,1.8,14.0,1.4,631.22,18.5556,18.0,2022Q4
All Other Markets Combined,5343,Atmosphere Services,4,2,2,1.0,16,149,48,2022Q4,36,103,0.3495,16,1.9333,All Other Markets Combined,Atmosphere Services,27.0,28.0,0.9643,Construction,1.8667,17.0,8.6316,1109.69,1.4286,28.0,2022Q4
All Other Markets Combined,5350,Idaho Central Arena - Operations,1,3,1,0.3333,9,468,353,2022Q4,26,118,0.2203,9,3.25,All Other Markets Combined,Idaho Central Arena - Operations,293.0,331.0,0.8852,Events,3.0163,16.276422764227643,20.7597,10041.85,2.9255,371.0,2022Q4
All Other Markets Combined,5363,Mira Mé Magic Fotos LLC,213,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Mira Mé Magic Fotos LLC,1.0,1.0,1.0,Events,1.0,18.0,213.0,32.96,,1.0,2023Q2
All Other Markets Combined,5367,Hannah's Kitchen,8,2,2,1.0,6,32,18,2022Q4,9,16,0.5625,6,5.6,All Other Markets Combined,Hannah's Kitchen,,,,Food Services,,,107.0,,,,2022Q4
All Other Markets Combined,5368,SmokeDatt BBQ INC,3,1,1,1.0,1,1,1,2022Q4,1,1,1.0,1,,All Other Markets Combined,SmokeDatt BBQ INC,,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",5371,Inno Supps,0,7,6,0.8571,44,1558,-2895,2022Q4,330,4460,0.074,44,0.3953,"Las Vegas-Henderson, NV",Inno Supps,654.0,905.0,0.7227,Warehouse,6.331,13.696551724137931,1.2632,22282.71,2.0429,918.0,2022Q4
All Other Markets Combined,5373,Primo Fitness,5,4,4,1.0,1,0,-12,2022Q4,4,16,0.25,1,,All Other Markets Combined,Primo Fitness,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5385,Soulful Street Bites,4,1,1,1.0,4,32,29,2022Q4,4,4,1.0,4,9.3333,"Dallas-Fort Worth, TX-OK",Soulful Street Bites,23.0,24.0,0.9583,Food Services,1.0952,13.19047619047619,12.56,648.81,13.3333,23.0,2022Q4
All Other Markets Combined,5386,PG Special Events,4,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,PG Special Events,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5389,Kizik,1,2,4,2.0,31,470,-1289,2022Q4,204,1761,0.1158,31,0.9667,"Salt Lake City-Provo-Orem, UT",Kizik,99.0,122.0,0.8115,Warehouse,3.5676,16.91891891891892,6.7436,4045.05,10.3103,132.0,2022Q4
All Other Markets Combined,5390,Airpark Business Center,3,1,1,1.0,1,1,1,2022Q4,1,1,1.0,1,,All Other Markets Combined,Airpark Business Center,1.0,1.0,1.0,Real Estate,1.0,17.0,1.0,53.18,,1.0,2022Q4
"Las Vegas-Henderson, NV",5402,CPR Tent & Events,7,6,2,0.3333,1,0,-6,2022Q4,2,12,0.1667,1,,"Las Vegas-Henderson, NV",CPR Tent & Events,,,,,,,,,,,2022Q4
All Other Markets Combined,5406,Carolina Restoration Services of NC,13,2,1,0.5,13,19,3,2022Q4,14,18,0.7778,13,1.5,All Other Markets Combined,Carolina Restoration Services of NC,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5407,Trophy Club Country Club,7,2,2,1.0,19,133,62,2022Q4,38,73,0.5205,19,1.6111,"Dallas-Fort Worth, TX-OK",Trophy Club Country Club,103.0,110.0,0.9364,Hospitality,1.9434,14.0,6.4769,3321.92,1.7885,103.0,2022Q4
All Other Markets Combined,5416,Boise State University - FOM,26,2,2,1.0,31,40,-17,2023Q1,40,59,0.678,31,0.6,All Other Markets Combined,Boise State University - FOM,40.0,41.0,0.9756,Janitorial,1.3125,16.0,10.4912,1357.91,0.6,42.0,2023Q1
"Dallas-Fort Worth, TX-OK",5421,All4Clean,1,2,2,1.0,1,9,7,2022Q4,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",All4Clean,7.0,9.0,0.7778,Janitorial,1.5,15.0,91.8333,111.0,31.5,9.0,2022Q4
All Other Markets Combined,5435,Welder of Texas,3,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Welder of Texas,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5437,SoCo Bistro,3,1,1,1.0,5,6,0,2022Q4,5,7,0.7143,5,1.0,"Dallas-Fort Worth, TX-OK",SoCo Bistro,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5439,Fawn Design,3,4,4,1.0,9,46,-70,2022Q4,32,120,0.2667,9,1.625,"Salt Lake City-Provo-Orem, UT",Fawn Design,14.0,15.0,0.9333,Warehouse,3.75,16.0,1.75,666.6,6.6667,15.0,2022Q4
All Other Markets Combined,5468,C. Parks Catering & Events,1,2,1,0.5,1,0,0,2022Q4,1,2,0.5,1,,All Other Markets Combined,C. Parks Catering & Events,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5483,Delta Center Managed- Levy,1,5,1,0.2,5,1051,989,2022Q4,5,67,0.0746,5,4.0,"Salt Lake City-Provo-Orem, UT",Delta Center Managed- Levy,2.0,2.0,1.0,Food Services,15.5952,17.476190476190474,24.2093,97.02,8.0,655.0,2022Q4
All Other Markets Combined,5491,Lasata Properties,2,2,2,1.0,2,3,0,2022Q4,3,5,0.6,2,2.0,All Other Markets Combined,Lasata Properties,2.0,2.0,1.0,Construction,2.0,17.0,22.0,65.45,,2.0,2022Q4
All Other Markets Combined,5501,MR Aquatics,4,2,2,1.0,5,11,1,2022Q4,6,12,0.5,5,1.5,All Other Markets Combined,MR Aquatics,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5509,Jilly Bean Accessories,10,1,2,2.0,4,7,3,2022Q4,5,5,1.0,4,2.3333,"Dallas-Fort Worth, TX-OK",Jilly Bean Accessories,1.0,1.0,1.0,Retail,1.0,17.0,145.75,29.93,,3.0,2022Q4
"Dallas-Fort Worth, TX-OK",5509,Jilly Bean Accessories,10,1,2,2.0,4,7,3,2022Q4,5,5,1.0,4,2.3333,All Other Markets Combined,Jilly Bean Accessories,1.0,1.0,1.0,Retail,1.0,17.0,145.75,29.93,,3.0,2022Q4
All Other Markets Combined,5509,Jilly Bean Accessories,10,1,2,2.0,4,7,3,2022Q4,5,5,1.0,4,2.3333,"Dallas-Fort Worth, TX-OK",Jilly Bean Accessories,1.0,1.0,1.0,Retail,1.0,17.0,145.75,29.93,,3.0,2022Q4
All Other Markets Combined,5509,Jilly Bean Accessories,10,1,2,2.0,4,7,3,2022Q4,5,5,1.0,4,2.3333,All Other Markets Combined,Jilly Bean Accessories,1.0,1.0,1.0,Retail,1.0,17.0,145.75,29.93,,3.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5513,Thomas Cuisine - Utah (CHG),6,1,1,1.0,7,27,20,2023Q2,7,8,0.875,7,3.5,"Salt Lake City-Provo-Orem, UT",Thomas Cuisine - Utah (CHG),23.0,24.0,0.9583,Food Services,1.037,17.0,6.5128,931.86,7.5,28.0,2023Q2
"Salt Lake City-Provo-Orem, UT",5523,Camofire,6,1,1,1.0,4,3,0,2022Q4,4,4,1.0,4,1.0,"Salt Lake City-Provo-Orem, UT",Camofire,,,,,,,,,,,2022Q4
All Other Markets Combined,5525,Tableside Gourmet Catering,2,1,1,1.0,3,4,2,2022Q4,3,3,1.0,3,1.0,All Other Markets Combined,Tableside Gourmet Catering,2.0,2.0,1.0,Food Services,1.0,18.0,2.6667,86.4,6.0,2.0,2022Q4
All Other Markets Combined,5533,Thai Bistro,3,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,All Other Markets Combined,Thai Bistro,,,,,,,,,,,2022Q4
All Other Markets Combined,5535,Choice Services,1,1,1,1.0,2,31,30,2023Q1,2,2,1.0,2,18.0,All Other Markets Combined,Choice Services,32.0,32.0,1.0,Janitorial,1.0,14.25,44.6949,1043.32,6.7742,32.0,2023Q1
All Other Markets Combined,5539,Local Motion,48,4,2,0.5,1,0,-4,2022Q4,2,8,0.25,1,,All Other Markets Combined,Local Motion,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5543,Caley's Catering and Events,2,3,3,1.0,3,47,31,2023Q2,7,19,0.3684,3,11.0,"Salt Lake City-Provo-Orem, UT",Caley's Catering and Events,48.0,53.0,0.9057,Food Services,2.381,14.0,0.4545,1292.75,9.3158,50.0,2023Q2
"Salt Lake City-Provo-Orem, UT",5546,Roderick Builders,4,2,4,2.0,1,16,10,2022Q4,4,8,0.5,1,,"Salt Lake City-Provo-Orem, UT",Roderick Builders,22.0,22.0,1.0,Construction,5.3333,20.0,91.25,1081.22,122.0,16.0,2022Q4
"Las Vegas-Henderson, NV",5547,Professional & Reliable Bartending,1,2,2,1.0,1,1,-1,2022Q4,2,4,0.5,1,,"Las Vegas-Henderson, NV",Professional & Reliable Bartending,1.0,1.0,1.0,Events,1.0,30.0,3.5,21.0,,1.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5548,Johnstone Supply (SLC),12,2,2,1.0,6,10,-6,2022Q4,9,18,0.5,6,1.4,"Salt Lake City-Provo-Orem, UT",Johnstone Supply (SLC),,,,,,,,,,,2022Q4
All Other Markets Combined,5551,Corkys BBQ,3,1,1,1.0,4,14,11,2022Q4,4,4,1.0,4,9.3333,All Other Markets Combined,Corkys BBQ,6.0,6.0,1.0,Food Services,1.0,17.0,25.8824,158.44,17.8,8.0,2022Q4
All Other Markets Combined,5567,1-800 WATER DAMAGE of Boise,1,1,1,1.0,2,39,38,2022Q4,2,2,1.0,2,3.0,All Other Markets Combined,1-800 WATER DAMAGE of Boise,34.0,36.0,0.9444,Construction,1.1515,17.5,2.5952,1414.01,2.3929,38.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5568,Done right construction services ,1,2,2,1.0,2,2,-2,2023Q1,3,6,0.5,2,1.0,"Salt Lake City-Provo-Orem, UT",Done right construction services ,3.0,4.0,0.75,Construction,2.0,17.0,2.4,132.75,1.0,4.0,2023Q1
All Other Markets Combined,5572,Daavat Catering & Events LLC,3,1,1,1.0,1,50,50,2022Q4,1,1,1.0,1,,All Other Markets Combined,Daavat Catering & Events LLC,35.0,42.0,0.8333,Food Services,1.4706,14.764705882352942,12.7451,938.62,8.6429,50.0,2022Q4
All Other Markets Combined,5574,3 Horse Ranch Vineyards,10,1,1,1.0,3,2,0,2022Q4,3,3,1.0,3,1.0,All Other Markets Combined,3 Horse Ranch Vineyards,,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",5575,Goode Surgical,7,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Las Vegas-Henderson, NV",Goode Surgical,,,,,,,,,,,2022Q4
All Other Markets Combined,5576,Sparkling Dream Cleaning LLC,6,1,2,2.0,3,4,1,2022Q4,4,4,1.0,3,6.5,All Other Markets Combined,Sparkling Dream Cleaning LLC,,,,,,,,,,,2022Q4
All Other Markets Combined,5581,Daher Cleaning Services,2,2,1,0.5,1,2,2,2022Q4,1,2,0.5,1,,All Other Markets Combined,Daher Cleaning Services,,,,,,,,,,,2022Q4
"Dallas-Fort Worth, TX-OK",5585,Spice of Life Catering,7,3,3,1.0,3,5,-13,2023Q1,8,21,0.381,3,1.0,"Dallas-Fort Worth, TX-OK",Spice of Life Catering,8.0,9.0,0.8889,Food Services,2.6667,20.0,6.0,372.94,1.0,8.0,2023Q1
All Other Markets Combined,5587,Fort Lowell Neighborhood Association,5,2,2,1.0,2,12,6,2022Q4,4,8,0.5,2,8.0,All Other Markets Combined,Fort Lowell Neighborhood Association,14.0,14.0,1.0,Events,2.5,17.75,188.5,308.06,89.3333,10.0,2022Q4
All Other Markets Combined,5596,The Local Caterer,22,2,1,0.5,1,1,1,2022Q4,1,2,0.5,1,,All Other Markets Combined,The Local Caterer,,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5600,Thomas Cuisine - Utah (Fresenius Medical),8,1,1,1.0,14,23,10,2022Q4,14,14,1.0,14,2.0769,"Salt Lake City-Provo-Orem, UT",Thomas Cuisine - Utah (Fresenius Medical),5.0,5.0,1.0,Food Services,1.0,16.0,2.7143,283.68,7.0,5.0,2022Q4
"Dallas-Fort Worth, TX-OK",5604,G Texas at AT&T Performing Arts Center,0,6,1,0.1667,14,218,52,2022Q4,39,172,0.2267,14,2.0,"Dallas-Fort Worth, TX-OK",G Texas at AT&T Performing Arts Center,140.0,147.0,0.9524,Food Services,1.5281,17.02247191011236,9.1704,4306.39,3.0588,136.0,2022Q4
"Las Vegas-Henderson, NV",5617,Utopia Home Staging,6,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Las Vegas-Henderson, NV",Utopia Home Staging,,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",5629,DLighted,2,5,6,1.2,3,10,-45,2022Q4,12,60,0.2,3,1.0,"Las Vegas-Henderson, NV",DLighted,,,,,,,,,,,2022Q4
All Other Markets Combined,5631,Lotus Vaping Technologies,1,1,1,1.0,18,136,111,2022Q4,22,26,0.8462,18,1.4118,All Other Markets Combined,Lotus Vaping Technologies,79.0,89.0,0.8876,Manufacturing,2.2647,14.588235294117649,2.875,3092.06,7.9091,77.0,2022Q4
All Other Markets Combined,5637,Jenkins Restorations - Raleigh,2,4,1,0.25,5,38,-4,2022Q4,10,46,0.2174,5,3.5,All Other Markets Combined,Jenkins Restorations - Raleigh,15.0,20.0,0.75,Construction,1.7273,17.0,0.9231,448.15,21.2,19.0,2022Q4
"Salt Lake City-Provo-Orem, UT",5638,Smith Optics,30,2,1,0.5,3,1771,1761,2022Q4,5,12,0.4167,3,1.0,"Salt Lake City-Provo-Orem, UT",Smith Optics,1453.0,1684.0,0.8628,Manufacturing,3.6263,15.385010266940451,4.4508,58595.64,0.6043,1766.0,2022Q4
All Other Markets Combined,5640,The Landing Hotel - Hampton,3,4,5,1.25,20,121,69,2023Q1,28,56,0.5,20,0.8947,All Other Markets Combined,The Landing Hotel - Hampton,101.0,131.0,0.771,Hospitality,3.0488,15.170731707317072,7.8103,3619.82,6.4103,125.0,2023Q1
All Other Markets Combined,5646,48Live,3,5,3,0.6,2,30,12,2022Q4,5,23,0.2174,2,0.0,All Other Markets Combined,48Live,16.0,26.0,0.6154,Events,5.2,18.0,5.2,371.66,60.0,26.0,2022Q4
All Other Markets Combined,5647,Honey Baked Ham (Sandy Springs),3,5,3,0.6,10,66,-78,2022Q4,34,149,0.2282,10,1.1111,All Other Markets Combined,Honey Baked Ham (Sandy Springs),,,,,,,,,,,2022Q4
"Las Vegas-Henderson, NV",5648,Stage The Space,1,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Las Vegas-Henderson, NV",Stage The Space,1.0,1.0,1.0,Real Estate,1.0,17.0,3.5,13.9,,1.0,2023Q1
All Other Markets Combined,5650,Honey Baked Ham (Cobb Parkway),3,6,4,0.6667,6,30,-168,2022Q4,34,204,0.1667,6,1.0,All Other Markets Combined,Honey Baked Ham (Cobb Parkway),,,,,,,,,,,2022Q4
"Salt Lake City-Provo-Orem, UT",5652,Hive & Home,6,1,1,1.0,1,0,0,2022Q4,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Hive & Home,,,,,,,,,,,2022Q4
All Other Markets Combined,5658,Holiday Lightscapes Inc,3,5,2,0.4,5,13,-20,2022Q4,10,38,0.2632,5,3.0,All Other Markets Combined,Holiday Lightscapes Inc,,,,,,,,,,,2022Q4
