csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,6210,The Lab Bistro,7,1,1,1.0,24,75,52,2023Q1,24,24,1.0,24,1.2609,All Other Markets Combined,The Lab Bistro,75.0,75.0,1.0,Food Services,1.0,13.526315789473683,3.8111,3478.63,0.9054,76.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6213,Fullstack Fulfillment,32,3,3,1.0,23,1399,990,2023Q1,93,412,0.2257,23,1.2273,"Salt Lake City-Provo-Orem, UT",Fullstack Fulfillment,1349.0,1395.0,0.967,Warehouse,3.7918,15.012328767123288,2.975,56895.6,0.6713,1384.0,2023Q1
All Other Markets Combined,6214,Rivalry Tech,3,4,3,0.75,6,86,-11,2023Q1,17,101,0.1683,6,5.2,All Other Markets Combined,Rivalry Tech,55.0,90.0,0.6111,Technology,5.625,15.375,3.5,1353.34,18.7333,90.0,2023Q1
All Other Markets Combined,6215,Tru Solutions Moving Phoenix,5,2,1,0.5,1,0,0,2023Q1,1,2,0.5,1,,All Other Markets Combined,Tru Solutions Moving Phoenix,1.0,2.0,0.5,Delivery,2.0,18.0,5.5,43.65,,2.0,2023Q1
All Other Markets Combined,6216,Shungute USA,4,2,4,2.0,5,4,-6,2023Q1,8,12,0.6667,5,5.0,All Other Markets Combined,Shungute USA,8.0,8.0,1.0,Retail,1.2,15.0,7.4,151.38,5.0,6.0,2023Q1
All Other Markets Combined,6229,Restoration 1 of Cary,19,2,2,1.0,7,13,-13,2023Q1,13,28,0.4643,7,1.1667,All Other Markets Combined,Restoration 1 of Cary,13.0,15.0,0.8667,Construction,2.1429,18.285714285714285,7.7,531.52,1.1667,15.0,2023Q1
All Other Markets Combined,6243,All Weather Green Homes,52,2,2,1.0,13,280,199,2023Q1,30,83,0.3614,13,2.25,All Other Markets Combined,All Weather Green Homes,243.0,284.0,0.8556,Construction,2.7379,18.990291262135923,3.8397,13197.57,1.9902,282.0,2023Q1
All Other Markets Combined,6252,Edible Arrangements - Lynnhaven,19,2,2,1.0,22,41,-27,2023Q1,34,70,0.4857,22,0.2381,All Other Markets Combined,Edible Arrangements - Lynnhaven,39.0,43.0,0.907,Food Services,1.5926,13.51851851851852,14.7143,1272.51,3.5,43.0,2023Q1
All Other Markets Combined,6255,Hardware Concepts,44,1,1,1.0,13,12,0,2023Q1,13,13,1.0,13,1.4167,All Other Markets Combined,Hardware Concepts,13.0,13.0,1.0,Warehouse,1.0,17.0,15.2,572.35,1.4167,13.0,2023Q1
"Dallas-Fort Worth, TX-OK",6257,Chicago's Taste & More,15,1,1,1.0,3,3,1,2023Q1,3,3,1.0,3,7.0,"Dallas-Fort Worth, TX-OK",Chicago's Taste & More,3.0,3.0,1.0,Food Services,1.0,15.0,9.0,124.25,7.0,4.0,2023Q1
"Las Vegas-Henderson, NV",6264,Triple 5 Distribution,11,2,1,0.5,1,0,0,2023Q1,1,2,0.5,1,,"Las Vegas-Henderson, NV",Triple 5 Distribution,1.0,2.0,0.5,Manufacturing,2.0,23.0,14.0,34.38,,2.0,2023Q1
"Dallas-Fort Worth, TX-OK",6265,Valence Supply,1,2,2,1.0,5,4,-3,2023Q1,7,9,0.7778,5,3.5,"Dallas-Fort Worth, TX-OK",Valence Supply,7.0,7.0,1.0,Retail,1.2,18.0,1.5714,187.98,3.5,6.0,2023Q1
All Other Markets Combined,6266,Anatomy Class Entertainment Studios,33,10,2,0.2,1,0,-10,2023Q2,2,20,0.1,1,,All Other Markets Combined,Anatomy Class Entertainment Studios,2.0,10.0,0.2,Entertainment,10.0,12.0,49.5,57.0,,10.0,2023Q2
"Salt Lake City-Provo-Orem, UT",6272,National Wood Products,3,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",National Wood Products,1.0,1.0,1.0,Warehouse,1.0,17.0,5.0,6.47,,1.0,2023Q1
All Other Markets Combined,6279,Edible Arrangements Roseville ,14,2,1,0.5,2,4,2,2023Q1,2,4,0.5,2,1.0,All Other Markets Combined,Edible Arrangements Roseville ,2.0,4.0,0.5,Retail,1.5,16.0,14.8,75.34,1.0,6.0,2023Q1
All Other Markets Combined,6286,Lighthouse Express,2,2,1,0.5,2,2,0,2023Q1,2,4,0.5,2,1.0,All Other Markets Combined,Lighthouse Express,2.0,4.0,0.5,Warehouse,2.0,15.0,2.0,60.14,1.0,4.0,2023Q1
All Other Markets Combined,6297,J BUILT-IT ASSEMBLIES,0,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,J BUILT-IT ASSEMBLIES,1.0,1.0,1.0,Construction,1.0,15.0,0.0,-10.0,,1.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6300,Clutter Boyz LLC,2,1,1,1.0,1,10,10,2023Q1,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Clutter Boyz LLC,9.0,9.0,1.0,Construction,1.1111,17.22222222222222,1.6429,344.18,32.7143,10.0,2023Q1
All Other Markets Combined,6301,Delta Hotels Norfolk Airport,5,1,1,1.0,18,29,12,2023Q1,18,18,1.0,18,1.2353,All Other Markets Combined,Delta Hotels Norfolk Airport,30.0,30.0,1.0,Hospitality,1.0,14.333333333333334,9.5862,978.15,2.069,30.0,2023Q1
All Other Markets Combined,6306,Lady Anvil,6,1,1,1.0,2,6,5,2023Q1,2,2,1.0,2,1.0,All Other Markets Combined,Lady Anvil,7.0,7.0,1.0,Events,1.0,18.428571428571427,3.375,172.1,39.8333,7.0,2023Q1
All Other Markets Combined,6310,Essential Contractors,3,2,3,1.5,10,82,9,2023Q1,21,75,0.28,10,0.5556,All Other Markets Combined,Essential Contractors,74.0,90.0,0.8222,Construction,3.0,18.178571428571427,2.0556,2528.42,8.1923,84.0,2023Q1
All Other Markets Combined,6314,Edible Arrangements - Chicago,3,3,3,1.0,10,17,-21,2023Q1,16,41,0.3902,10,0.6667,All Other Markets Combined,Edible Arrangements - Chicago,16.0,20.0,0.8,Food Services,2.0,15.0,7.7813,440.49,0.6667,20.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6315,Standard Restoration,4,1,2,2.0,1,101,100,2023Q1,2,2,1.0,1,,"Salt Lake City-Provo-Orem, UT",Standard Restoration,107.0,119.0,0.8992,Construction,2.8333,17.0,5.6757,5159.17,5.8529,102.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6315,Standard Restoration,4,1,2,2.0,1,101,100,2023Q1,2,2,1.0,1,,All Other Markets Combined,Standard Restoration,107.0,119.0,0.8992,Construction,2.8333,17.0,5.6757,5159.17,5.8529,102.0,2023Q1
All Other Markets Combined,6315,Standard Restoration,4,1,2,2.0,1,101,100,2023Q1,2,2,1.0,1,,"Salt Lake City-Provo-Orem, UT",Standard Restoration,107.0,119.0,0.8992,Construction,2.8333,17.0,5.6757,5159.17,5.8529,102.0,2023Q1
All Other Markets Combined,6315,Standard Restoration,4,1,2,2.0,1,101,100,2023Q1,2,2,1.0,1,,All Other Markets Combined,Standard Restoration,107.0,119.0,0.8992,Construction,2.8333,17.0,5.6757,5159.17,5.8529,102.0,2023Q1
All Other Markets Combined,6316,Trashy's Hauling and Junk Removal,1,1,1,1.0,5,21,17,2023Q1,5,5,1.0,5,0.75,All Other Markets Combined,Trashy's Hauling and Junk Removal,22.0,22.0,1.0,Janitorial,1.0,18.727272727272727,0.9667,1071.12,12.75,22.0,2023Q1
All Other Markets Combined,6318,Le Coq d'Or LLC,6,2,4,2.0,21,139,-53,2023Q1,50,194,0.2577,21,1.15,All Other Markets Combined,Le Coq d'Or LLC,132.0,152.0,0.8684,Food Services,1.88,17.013333333333332,3.5106,4665.96,2.0541,141.0,2023Q1
All Other Markets Combined,6320,Junk Robbers Inc,2,1,1,1.0,3,4,2,2023Q1,3,3,1.0,3,10.0,All Other Markets Combined,Junk Robbers Inc,5.0,5.0,1.0,Janitorial,1.25,17.0,1.6,31.75,31.6667,5.0,2023Q1
All Other Markets Combined,6331,Edible Arrangements - Nashville,9,4,3,0.75,9,16,-22,2023Q1,17,42,0.4048,9,0.25,All Other Markets Combined,Edible Arrangements - Nashville,17.0,20.0,0.85,Food Services,2.2222,15.27777777777778,5.5833,331.37,0.25,20.0,2023Q1
All Other Markets Combined,6337,"Edible Arrangements (Austell, Ga)",4,3,1,0.3333,3,7,-3,2023Q1,4,13,0.3077,3,0.0,All Other Markets Combined,"Edible Arrangements (Austell, Ga)",5.0,10.0,0.5,Food Services,2.5,11.0,2.75,139.47,29.0,10.0,2023Q1
All Other Markets Combined,6342,Nicole Jordan Catering,9,2,3,1.5,5,9,-6,2023Q1,9,17,0.5294,5,1.75,All Other Markets Combined,Nicole Jordan Catering,9.0,10.0,0.9,Entertainment,1.8333,18.0,5.2857,337.26,1.75,11.0,2023Q1
All Other Markets Combined,6345,Elegant Occasions by Krista ,5,3,3,1.0,1,8,2,2023Q1,3,9,0.3333,1,,All Other Markets Combined,Elegant Occasions by Krista ,8.0,11.0,0.7273,Events,5.5,17.5,4.5,354.06,251.0,11.0,2023Q1
All Other Markets Combined,6349,Edible Arrangements - IL Oak Park,8,6,5,0.8333,1,0,-24,2023Q1,5,30,0.1667,1,,All Other Markets Combined,Edible Arrangements - IL Oak Park,5.0,6.0,0.8333,Retail,6.0,16.0,8.0,123.9,,6.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6354,Broad Reach,9,12,12,1.0,21,416,-1358,2023Q1,165,1786,0.0924,21,1.0,"Salt Lake City-Provo-Orem, UT",Broad Reach,393.0,453.0,0.8675,Warehouse,6.3134,17.0,3.8375,15777.45,3.9697,423.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6355,Centrifugal Productions,4,5,5,1.0,1,0,-20,2023Q1,5,25,0.2,1,,"Salt Lake City-Provo-Orem, UT",Centrifugal Productions,5.0,5.0,1.0,Entertainment,5.0,15.0,4.0,212.7,,5.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6363,Modern Spare,52,4,5,1.25,7,14,-24,2023Q1,16,42,0.381,7,3.1667,"Salt Lake City-Provo-Orem, UT",Modern Spare,17.0,21.0,0.8095,Warehouse,2.25,15.0,7.625,405.44,7.5714,18.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6365,Deez Cleaning Services,0,2,2,1.0,4,7,-1,2023Q1,6,10,0.6,4,3.3333,"Salt Lake City-Provo-Orem, UT",Deez Cleaning Services,9.0,9.0,1.0,Janitorial,1.8,15.0,2.8889,127.91,18.25,9.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6370,Bacon Marketing,8,5,6,1.2,5,100,-25,2023Q1,26,130,0.2,5,5.5,"Salt Lake City-Provo-Orem, UT",Bacon Marketing,96.0,106.0,0.9057,Entertainment,2.7568,27.91891891891892,4.8837,1265.77,6.8286,102.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6370,Bacon Marketing,8,5,6,1.2,5,100,-25,2023Q1,26,130,0.2,5,5.5,All Other Markets Combined,Bacon Marketing,96.0,106.0,0.9057,Entertainment,2.7568,27.91891891891892,4.8837,1265.77,6.8286,102.0,2023Q1
All Other Markets Combined,6370,Bacon Marketing,8,5,6,1.2,5,100,-25,2023Q1,26,130,0.2,5,5.5,"Salt Lake City-Provo-Orem, UT",Bacon Marketing,96.0,106.0,0.9057,Entertainment,2.7568,27.91891891891892,4.8837,1265.77,6.8286,102.0,2023Q1
All Other Markets Combined,6370,Bacon Marketing,8,5,6,1.2,5,100,-25,2023Q1,26,130,0.2,5,5.5,All Other Markets Combined,Bacon Marketing,96.0,106.0,0.9057,Entertainment,2.7568,27.91891891891892,4.8837,1265.77,6.8286,102.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6371,Bare Metal Standard,5,1,2,2.0,2,83,81,2023Q1,3,3,1.0,2,1.0,"Salt Lake City-Provo-Orem, UT",Bare Metal Standard,65.0,85.0,0.7647,Construction,2.7097,20.35483870967742,3.4324,4074.86,8.4667,84.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6371,Bare Metal Standard,5,1,2,2.0,2,83,81,2023Q1,3,3,1.0,2,1.0,All Other Markets Combined,Bare Metal Standard,65.0,85.0,0.7647,Construction,2.7097,20.35483870967742,3.4324,4074.86,8.4667,84.0,2023Q1
All Other Markets Combined,6371,Bare Metal Standard,5,1,2,2.0,2,83,81,2023Q1,3,3,1.0,2,1.0,"Salt Lake City-Provo-Orem, UT",Bare Metal Standard,65.0,85.0,0.7647,Construction,2.7097,20.35483870967742,3.4324,4074.86,8.4667,84.0,2023Q1
All Other Markets Combined,6371,Bare Metal Standard,5,1,2,2.0,2,83,81,2023Q1,3,3,1.0,2,1.0,All Other Markets Combined,Bare Metal Standard,65.0,85.0,0.7647,Construction,2.7097,20.35483870967742,3.4324,4074.86,8.4667,84.0,2023Q1
All Other Markets Combined,6374,John's Moving,3,2,2,1.0,5,8,-1,2023Q2,7,11,0.6364,5,4.75,All Other Markets Combined,John's Moving,7.0,7.0,1.0,Construction,1.4286,17.0,6.1875,269.93,4.75,10.0,2023Q2
"Las Vegas-Henderson, NV",6376,Aspen Restorations,33,3,4,1.3333,5,35,-8,2023Q2,16,46,0.3478,5,1.25,"Las Vegas-Henderson, NV",Aspen Restorations,46.0,46.0,1.0,Construction,1.9,17.7,6.5385,1925.78,10.4737,38.0,2023Q2
All Other Markets Combined,6379,All Dry Services of Northern Virginia,1,1,1,1.0,3,12,10,2023Q2,3,3,1.0,3,0.5,All Other Markets Combined,All Dry Services of Northern Virginia,12.0,14.0,0.8571,Construction,1.3,19.1,1.1667,421.74,15.4444,13.0,2023Q2
"Dallas-Fort Worth, TX-OK",6383,Meal Outpost,1,1,1,1.0,5,4,0,2023Q1,5,5,1.0,5,1.25,"Dallas-Fort Worth, TX-OK",Meal Outpost,5.0,5.0,1.0,Food Services,1.0,30.0,2.25,136.24,1.25,5.0,2023Q1
All Other Markets Combined,6394,Nashville Record Pressing,1,3,3,1.0,2,3,-9,2023Q1,5,15,0.3333,2,3.0,All Other Markets Combined,Nashville Record Pressing,5.0,6.0,0.8333,Manufacturing,3.0,17.0,2.0,188.12,3.0,6.0,2023Q1
"Dallas-Fort Worth, TX-OK",6398,ServiceMaster Restore - TX,12,2,2,1.0,6,10,-10,2023Q1,11,22,0.5,6,3.4,"Dallas-Fort Worth, TX-OK",ServiceMaster Restore - TX,11.0,12.0,0.9167,Construction,2.0,15.666666666666666,11.0,454.61,3.4,12.0,2023Q1
"Dallas-Fort Worth, TX-OK",6400,Precise Sanitizing LLC,10,1,1,1.0,22,82,59,2023Q1,22,24,0.9167,22,0.9524,"Dallas-Fort Worth, TX-OK",Precise Sanitizing LLC,73.0,75.0,0.9733,Janitorial,1.0506,17.050632911392405,4.2066,863.04,0.6667,83.0,2023Q1
All Other Markets Combined,6408,"Barrio Brewing Company, Inc.",3,1,1,1.0,15,23,2,2023Q1,22,22,1.0,15,1.9286,All Other Markets Combined,"Barrio Brewing Company, Inc.",33.0,33.0,1.0,Food Services,1.0,15.0,6.8,1053.34,2.6522,24.0,2023Q1
"Dallas-Fort Worth, TX-OK",6409,Frez-n-Stor Terrell LLC,3,3,3,1.0,10,26,-12,2023Q1,16,41,0.3902,10,0.6667,"Dallas-Fort Worth, TX-OK",Frez-n-Stor Terrell LLC,16.0,23.0,0.6957,Food Services,2.6364,14.181818181818182,4.5,498.11,0.6667,29.0,2023Q1
"Dallas-Fort Worth, TX-OK",6411,Frez-n-Stor Greenville LLC,3,3,2,0.6667,4,12,-3,2023Q1,6,18,0.3333,4,0.6667,"Dallas-Fort Worth, TX-OK",Frez-n-Stor Greenville LLC,6.0,12.0,0.5,Food Services,3.0,16.6,5.0,134.99,0.6667,15.0,2023Q1
All Other Markets Combined,6413,TopTier Cleaning Solutions,1,2,1,0.5,16,179,28,2023Q1,43,153,0.281,16,1.6667,All Other Markets Combined,TopTier Cleaning Solutions,152.0,181.0,0.8398,Janitorial,3.4151,15.0188679245283,2.0323,2967.07,1.5833,181.0,2023Q1
All Other Markets Combined,6415,The Dutch,5,1,1,1.0,3,6,4,2023Q1,3,3,1.0,3,2.0,All Other Markets Combined,The Dutch,5.0,5.0,1.0,Food Services,1.0,16.857142857142858,5.2857,181.6,14.25,7.0,2023Q1
All Other Markets Combined,6428,JD's Bar and Grill,0,2,1,0.5,1,1,1,2023Q1,1,2,0.5,1,,All Other Markets Combined,JD's Bar and Grill,2.0,3.0,0.6667,Food Services,1.5,20.0,19.1667,79.7,61.0,3.0,2023Q1
All Other Markets Combined,6430,LAD Cleaning Services,0,1,1,1.0,2,1,0,2023Q1,2,2,1.0,2,21.0,All Other Markets Combined,LAD Cleaning Services,2.0,2.0,1.0,Janitorial,1.0,15.5,9.4286,8.4,21.0,2.0,2023Q1
All Other Markets Combined,6436,Taj Mahal of Idaho Inc,1,2,2,1.0,6,23,5,2023Q1,11,20,0.55,6,0.2,All Other Markets Combined,Taj Mahal of Idaho Inc,25.0,26.0,0.9615,Food Services,1.1905,17.857142857142858,0.96,696.96,8.8421,25.0,2023Q1
"Dallas-Fort Worth, TX-OK",6438,Capriotti's Sandwich Shop,4,1,2,2.0,6,9,-1,2023Q1,9,11,0.8182,6,1.2,"Dallas-Fort Worth, TX-OK",Capriotti's Sandwich Shop,11.0,11.0,1.0,Food Services,1.1111,16.555555555555557,5.6842,362.29,37.5,10.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6439,Actylis,1,3,3,1.0,28,862,699,2023Q1,64,166,0.3855,28,1.037,"Salt Lake City-Provo-Orem, UT",Actylis,767.0,820.0,0.9354,Manufacturing,2.6603,17.0,6.4109,45709.45,0.8754,830.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6440,Falcon Fulfillment,7,2,2,1.0,9,21,-1,2023Q1,14,24,0.5833,9,3.375,"Salt Lake City-Provo-Orem, UT",Falcon Fulfillment,23.0,24.0,0.9583,Warehouse,1.6429,15.357142857142858,4.1053,669.55,7.5385,23.0,2023Q1
All Other Markets Combined,6446,Ashley Christensen Restaurants,5,1,1,1.0,1,2,2,2023Q1,1,1,1.0,1,,All Other Markets Combined,Ashley Christensen Restaurants,1.0,1.0,1.0,Hospitality,1.0,20.0,6.6667,32.5,,3.0,2023Q1
"Dallas-Fort Worth, TX-OK",6448,Korrect General Contracting,0,2,1,0.5,1,4,4,2023Q1,1,2,0.5,1,,"Dallas-Fort Worth, TX-OK",Korrect General Contracting,7.0,8.0,0.875,Construction,2.0,16.666666666666668,0.75,242.53,43.0,6.0,2023Q1
All Other Markets Combined,6450,Doggone Purrfection,2,1,1,1.0,5,10,6,2023Q1,5,5,1.0,5,6.25,All Other Markets Combined,Doggone Purrfection,8.0,9.0,0.8889,Janitorial,1.1,15.0,16.1034,183.53,5.8571,11.0,2023Q1
All Other Markets Combined,6459,V1 Tech,2,2,2,1.0,5,13,-17,2023Q1,12,32,0.375,5,3.25,All Other Markets Combined,V1 Tech,14.0,15.0,0.9333,Manufacturing,2.5,15.0,5.3636,562.98,6.6,15.0,2023Q1
All Other Markets Combined,6459,V1 Tech,2,2,2,1.0,5,13,-17,2023Q1,12,32,0.375,5,3.25,"Dallas-Fort Worth, TX-OK",V1 Tech,14.0,15.0,0.9333,Manufacturing,2.5,15.0,5.3636,562.98,6.6,15.0,2023Q1
"Dallas-Fort Worth, TX-OK",6459,V1 Tech,2,2,2,1.0,5,13,-17,2023Q1,12,32,0.375,5,3.25,All Other Markets Combined,V1 Tech,14.0,15.0,0.9333,Manufacturing,2.5,15.0,5.3636,562.98,6.6,15.0,2023Q1
"Dallas-Fort Worth, TX-OK",6459,V1 Tech,2,2,2,1.0,5,13,-17,2023Q1,12,32,0.375,5,3.25,"Dallas-Fort Worth, TX-OK",V1 Tech,14.0,15.0,0.9333,Manufacturing,2.5,15.0,5.3636,562.98,6.6,15.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6460,Show Ready Event Services,82,6,8,1.3333,2,31,-39,2023Q2,15,76,0.1974,2,3.0,"Salt Lake City-Provo-Orem, UT",Show Ready Event Services,45.0,46.0,0.9783,Events,7.4,20.0,35.2,2172.8,32.5,37.0,2023Q2
"Las Vegas-Henderson, NV",6462,AGR Group,2,1,1,1.0,3,2,0,2023Q1,3,3,1.0,3,2.0,"Las Vegas-Henderson, NV",AGR Group,3.0,3.0,1.0,Sales,1.0,12.666666666666666,0.75,75.14,2.0,3.0,2023Q1
All Other Markets Combined,6463,United Water Restoration Group - Atlanta North,1,4,5,1.25,7,26,-94,2023Q1,26,124,0.2097,7,1.1667,All Other Markets Combined,United Water Restoration Group - Atlanta North,26.0,31.0,0.8387,Construction,4.2857,17.0,2.1429,1086.36,1.1667,30.0,2023Q1
All Other Markets Combined,6467,A Superior Cleaning Service,5,2,2,1.0,53,556,393,2023Q1,83,165,0.503,53,0.3077,All Other Markets Combined,A Superior Cleaning Service,462.0,537.0,0.8603,Janitorial,1.6174,13.005797101449277,19.3435,5293.1,0.3654,558.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6471,Metpar Corp,7,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Metpar Corp,1.0,1.0,1.0,Warehouse,1.0,15.0,7.0,42.0,,1.0,2023Q1
All Other Markets Combined,6473,GV FACADES LLC,4,9,6,0.6667,27,1061,-491,2023Q2,190,1561,0.1217,27,1.0769,All Other Markets Combined,GV FACADES LLC,969.0,1047.0,0.9255,Manufacturing,3.5082,16.87049180327869,4.5732,33186.86,0.7329,1070.0,2023Q2
"Dallas-Fort Worth, TX-OK",6474,Brook Hollow Golf Club,14,2,1,0.5,2,6,-10,2023Q1,5,18,0.2778,2,7.0,"Dallas-Fort Worth, TX-OK",Brook Hollow Golf Club,5.0,6.0,0.8333,Food Services,2.6667,17.0,6.0,332.17,7.0,8.0,2023Q1
All Other Markets Combined,6478,SodexoMagic - Jackson Memorial West,6,1,1,1.0,5,5,1,2023Q1,5,5,1.0,5,7.0,All Other Markets Combined,SodexoMagic - Jackson Memorial West,6.0,6.0,1.0,Hospitality,1.0,18.33333333333333,3.3636,216.59,11.0,6.0,2023Q1
"Dallas-Fort Worth, TX-OK",6480,Marketplace Prep,7,1,1,1.0,5,669,665,2023Q1,5,5,1.0,5,1.0,"Dallas-Fort Worth, TX-OK",Marketplace Prep,585.0,647.0,0.9042,Warehouse,3.5775,15.0,3.5616,20502.26,1.4199,669.0,2023Q1
All Other Markets Combined,6484,Junk Holler,2,2,1,0.5,1,0,0,2023Q2,1,2,0.5,1,,All Other Markets Combined,Junk Holler,1.0,2.0,0.5,Janitorial,2.0,17.0,2.0,34.94,,2.0,2023Q2
All Other Markets Combined,6494,Jenkins Environmental Phoenix,5,1,1,1.0,1,1,1,2023Q1,1,1,1.0,1,,All Other Markets Combined,Jenkins Environmental Phoenix,1.0,1.0,1.0,Construction,1.0,17.0,3.5,30.46,,2.0,2023Q1
All Other Markets Combined,6495,Gregs Cookout,3,2,1,0.5,2,3,2,2023Q1,2,3,0.6667,2,1.0,All Other Markets Combined,Gregs Cookout,2.0,3.0,0.6667,Food Services,1.6667,11.279999732971191,3.5,17.72,1.0,5.0,2023Q1
All Other Markets Combined,6497,Divine Epicurean & Entertainment LLC,7,2,2,1.0,3,18,9,2023Q1,5,11,0.4545,3,7.0,All Other Markets Combined,Divine Epicurean & Entertainment LLC,17.0,21.0,0.8095,Food Services,2.5,15.0,16.4444,480.26,14.0,20.0,2023Q1
"Dallas-Fort Worth, TX-OK",6499,Taylor's Rental ,58,4,4,1.0,25,125,-300,2023Q2,113,429,0.2634,25,1.2083,"Dallas-Fort Worth, TX-OK",Taylor's Rental ,160.0,164.0,0.9756,Events,2.7447,15.0,2.5714,7789.6,1.1739,129.0,2023Q2
"Salt Lake City-Provo-Orem, UT",6506,Hoffman Premium Glass,3,1,1,1.0,16,158,143,2023Q1,16,16,1.0,16,1.7333,"Salt Lake City-Provo-Orem, UT",Hoffman Premium Glass,151.0,151.0,1.0,Construction,1.0,15.056603773584904,8.5247,6662.61,1.6933,159.0,2023Q1
"Las Vegas-Henderson, NV",6525,Let's Do Junk,2,2,2,1.0,1,14,12,2023Q1,2,4,0.5,1,,"Las Vegas-Henderson, NV",Let's Do Junk,12.0,16.0,0.75,Janitorial,3.2,15.8,0.8889,408.23,45.75,16.0,2023Q1
All Other Markets Combined,6528,Southern Hobby Distribution,2,2,3,1.5,2,26,18,2023Q2,5,10,0.5,2,1.0,All Other Markets Combined,Southern Hobby Distribution,23.0,25.0,0.92,Warehouse,1.3333,18.0,13.84,1299.25,12.125,28.0,2023Q2
All Other Markets Combined,6529,JAG Janus Automation Group /Ecolinx,1,3,2,0.6667,4,6,-7,2023Q1,7,16,0.4375,4,1.6667,All Other Markets Combined,JAG Janus Automation Group /Ecolinx,7.0,9.0,0.7778,Manufacturing,2.25,18.0,1.75,237.35,1.6667,9.0,2023Q1
"Salt Lake City-Provo-Orem, UT",6530,Real Salt Lake - Operations,1,11,11,1.0,4,34,-497,2023Q1,38,542,0.0701,4,3.0,"Salt Lake City-Provo-Orem, UT",Real Salt Lake - Operations,43.0,47.0,0.9149,Events,9.0,15.4,3.4286,1166.45,25.5,45.0,2023Q1
"Dallas-Fort Worth, TX-OK",6532,Brush On Block,6,2,2,1.0,23,523,395,2023Q1,52,130,0.4,23,1.2727,"Dallas-Fort Worth, TX-OK",Brush On Block,427.0,516.0,0.8275,Warehouse,2.6923,15.266666666666667,6.9009,15826.57,1.3155,525.0,2023Q1
"Las Vegas-Henderson, NV",6533,1-800-GOT-JUNK of Las Vegas,3,1,1,1.0,6,42,36,2023Q1,6,7,0.8571,6,1.4,"Las Vegas-Henderson, NV",1-800-GOT-JUNK of Las Vegas,40.0,42.0,0.9524,Construction,1.1053,16.960526315789473,5.4375,2009.72,6.8378,42.0,2023Q1
All Other Markets Combined,6541,G&G cain llc,2,1,1,1.0,2,2,-2,2023Q1,3,5,0.6,2,0.0,All Other Markets Combined,G&G cain llc,3.0,3.0,1.0,Retail,1.5,18.5,3.0,79.45,0.0,3.0,2023Q1
All Other Markets Combined,6550,"559 Ventures, LLC",1,5,3,0.6,3,3,-12,2023Q1,6,20,0.3,3,7.0,All Other Markets Combined,"559 Ventures, LLC",6.0,8.0,0.75,Real Estate,2.6667,17.5,2.8,245.93,7.0,8.0,2023Q1
All Other Markets Combined,6557,Next Gen Welding and Fabrication LLC,2,1,1,1.0,1,1,1,2023Q1,1,1,1.0,1,,All Other Markets Combined,Next Gen Welding and Fabrication LLC,1.0,1.0,1.0,Construction,1.0,17.0,1.5,14.88,,2.0,2023Q1
All Other Markets Combined,6559,North Beach Village Resorts,1,1,1,1.0,1,0,0,2023Q1,1,1,1.0,1,,All Other Markets Combined,North Beach Village Resorts,1.0,1.0,1.0,Hospitality,1.0,17.0,2.2857,22.74,,1.0,2023Q1
"Dallas-Fort Worth, TX-OK",6561,Intelinet Systems,2,2,2,1.0,1,0,-2,2023Q1,2,4,0.5,1,,"Dallas-Fort Worth, TX-OK",Intelinet Systems,2.0,2.0,1.0,Technology,2.0,45.0,2.0,12.81,,2.0,2023Q1
