csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start
"Dallas-Fort Worth, TX-OK",7167,Integrity Branding,3,4,0.7500,Manufacturing,2.0000,15,2.0000,93.25,1.0000,4,2023Q2
"Las Vegas-Henderson, NV",7168,TSNET,26,27,0.9630,Events,1.4737,16,12.8667,959.88,11.6471,28,2023Q2
All Other Markets Combined,7173,Farmer Development,13,14,0.9286,Construction,1.2727,20,9.3846,686,8.0000,14,2023Q2
"Dallas-Fort Worth, TX-OK",7174,Guaranteed Hydromulch LLC ,9,9,1.0000,Construction,1.1250,15,2.6667,417.13,1.1429,9,2023Q2
"Dallas-Fort Worth, TX-OK",7176,Medina Imports,9,10,0.9000,Warehouse,2.2500,15,2.0000,233.44,39.3333,9,2023Q2
All Other Markets Combined,7185,"Inner Arbor Trust, Inc. (Merriweather Park at Symphony Woods)",31,45,0.6889,Events,7.5000,19,21.7143,2471.19,9.4000,45,2023Q2
All Other Markets Combined,7190,Dave & Buster's Marietta,6,7,0.8571,Food Services,3.5000,15,2.7500,162.75,0.0000,7,2023Q3
All Other Markets Combined,7192,Dave & buster's Alpharetta,,,,Entertainment,,,3.0000,,,,
All Other Markets Combined,7193,"Arizona Environments, Inc",12,13,0.9231,Construction,1.3333,18,6.4783,397.22,5.4286,16,2023Q2
All Other Markets Combined,7195,A Taste of Nostalgia Cereal Bar LLC,10,10,1.0000,Food Services,1.0909,12,0.1538,238.5,2.2222,12,2023Q3
All Other Markets Combined,7196,"Paideia Academies, Inc.",12,13,0.9231,Janitorial,1.6250,18.5,14.0000,436.36,13.4286,13,2023Q2
All Other Markets Combined,7217,Clean Bee Cleaning Solutions ,6,6,1.0000,Janitorial,2.0000,19,10.0000,115.94,33.5000,6,2023Q2
All Other Markets Combined,7225,A Sharper Palate Catering and Events,17,18,0.9444,Food Services,1.2727,17.545454545454547,7.5000,721.17,12.1000,14,2023Q2
All Other Markets Combined,7226,STC Soul Joint,3,3,1.0000,Food Services,1.0000,14,3.7500,69.74,3.0000,7,2023Q4
"Salt Lake City-Provo-Orem, UT",7229,Pestie,209,217,0.9631,Warehouse,3.4138,14.293103448275861,1.0781,8159.7,3.1754,198,2023Q2
All Other Markets Combined,7232,Horizons America ,,,,Warehouse,1.0000,15.5,3.5000,,,2,
All Other Markets Combined,7235,"Edible Arrangements (Flower Mound, Texas)",40,41,0.9756,Food Services,2.1176,15,2.4706,1413.58,0.0000,36,2023Q2
"Salt Lake City-Provo-Orem, UT",7238,"Edible Arrangements (Farmington, Utah)",12,12,1.0000,Food Services,3.2500,15,2.2500,550.62,1.0000,13,2023Q2
All Other Markets Combined,7240,magicbydavid Inflatables,3,3,1.0000,Entertainment,1.0000,16,5.2500,74.24,17.5000,3,2023Q2
"Salt Lake City-Provo-Orem, UT",7243,Goldcrest Homes,8,8,1.0000,Construction,3.5000,17,7.5000,474.3,1.0000,7,2023Q2
"Dallas-Fort Worth, TX-OK",7244,Surface2Surface North Texas,3,3,1.0000,Construction,3.0000,17,1.0000,116.03,,3,2023Q2
"Dallas-Fort Worth, TX-OK",7246,Top 2 Bottom Cleaning Services ,6,6,1.0000,Janitorial,2.5000,18.5,2.5000,176.58,22.0000,5,2023Q2
"Salt Lake City-Provo-Orem, UT",7249,Mountain Bloom,66,71,0.9296,Warehouse,5.4615,15,3.2308,2321.44,2.0000,71,2023Q2
"Dallas-Fort Worth, TX-OK",7251,Edible Arrangements - Store#165,9,9,1.0000,Food Services,1.4000,12,5.5455,256.31,1.3333,7,2023Q2
"Salt Lake City-Provo-Orem, UT",7252,Artec Industries,54,55,0.9818,Manufacturing,1.8621,15,2.8214,2262.35,3.9286,54,2023Q2
All Other Markets Combined,7255,"Edible Arrangements (Marietta, Ga)",6,10,0.6000,Food Services,1.5000,11,5.7857,139.37,1.2000,12,2023Q2
"Dallas-Fort Worth, TX-OK",7256,MARKITPLACE,,,,Warehouse,,,3.3333,,,,
All Other Markets Combined,7257,Samaritan Cafe ,2,2,1.0000,Food Services,1.0000,13.333333333333334,5.2857,67.16,126.0000,3,2023Q2
"Salt Lake City-Provo-Orem, UT",7259,Thornton Plastics,2,2,1.0000,Manufacturing,1.0000,16,6.0000,75.72,2.0000,2,2023Q2
All Other Markets Combined,7275,salmon group inc.,16,18,0.8889,Sales,2.0000,17,4.3333,504.73,1.1250,18,2023Q2
"Dallas-Fort Worth, TX-OK",7276,American Adventure Insurance,10,10,1.0000,Sales,1.0000,17,2.4545,429.31,7.2222,10,2023Q2
"Salt Lake City-Provo-Orem, UT",7280,Sensorium Labs,1,1,1.0000,Manufacturing,1.0000,15,4.5000,18.38,,1,2023Q2
All Other Markets Combined,7284,Raleigh Windows and Doors ,2,2,1.0000,Construction,1.0000,16.333333333333332,2.3333,63.4,63.0000,3,2023Q2
All Other Markets Combined,7285,Cre8tive Maintenance LLC,1,1,1.0000,Janitorial,1.0000,11,5.0000,28.16,,1,2023Q2
"Las Vegas-Henderson, NV",7297,Junk Removal Heroes - Las Vegas,,,,Construction,,,1.0000,,,,
All Other Markets Combined,7300,Village Bakehouse,29,29,1.0000,Food Services,1.0000,15.785714285714286,10.1765,1008.17,5.3600,28,2023Q2
All Other Markets Combined,7306,Emerald City Catering,9,11,0.8182,Food Services,1.5000,17,4.8889,283.94,13.6667,12,2023Q2
All Other Markets Combined,7307,OVM with AnnieMac Home Mortgage,5,6,0.8333,Real Estate,3.0000,17,1.0000,139.52,0.0000,6,2023Q2
"Las Vegas-Henderson, NV",7309,Fan Rebellion,4,4,1.0000,Events,2.0000,25,0.0000,140,,2,2023Q4
"Salt Lake City-Provo-Orem, UT",7314,ShipHero Salt Lake,16,17,0.9412,Warehouse,2.4286,15,3.7500,468.67,6.0000,17,2023Q2
All Other Markets Combined,7324,Omar's Carriage House,5,7,0.7143,Hospitality,7.0000,15,23.0000,286.13,,7,2023Q2
All Other Markets Combined,7325,Leave it to Meeka,1,1,1.0000,Events,1.0000,15,1.5000,49.86,,1,2023Q2
All Other Markets Combined,7327,Koala Insulation of North San Antonio ,4,4,1.0000,Construction,1.6667,17.333333333333332,2.0000,174.24,1.0000,5,2023Q3
"Salt Lake City-Provo-Orem, UT",7332,Sunny Side Party Rentals ,31,38,0.8158,Events,4.1250,16.125,31.5909,1158.52,12.8571,33,2023Q3
All Other Markets Combined,7334,Itradeclothing LLC,2,3,0.6667,Warehouse,1.5000,10,5.0000,59.56,1.0000,3,2023Q2
All Other Markets Combined,7336,"Consurco, Inc.",553,573,0.9651,Construction,3.3760,19.712,5.1567,36019.45,1.2033,422,2023Q2
All Other Markets Combined,7338,Nashscapes,14,15,0.9333,Construction,1.4286,18.214285714285715,10.3571,639.53,7.5000,20,2023Q2
All Other Markets Combined,7339,Edible Arrangements Roswell,2,2,1.0000,Food Services,1.0000,11,1.5000,51.83,0.0000,2,2023Q2
"Salt Lake City-Provo-Orem, UT",7345,Open Concept Renovation,,,,Construction,,,5.0000,,,,
"Dallas-Fort Worth, TX-OK",7347,Very Good Manufacturing Inc.,58,59,0.9831,Manufacturing,1.1346,17.884615384615383,6.8000,1935.1,1.4706,59,2023Q3
"Salt Lake City-Provo-Orem, UT",7348,Systemic Formulas,59,59,1.0000,Manufacturing,1.0169,18.74576271186441,8.1194,1739.47,3.0877,60,2023Q2
All Other Markets Combined,7350,Pineapple Contracts,45,51,0.8824,Retail,2.7778,24.444444444444443,3.1500,2238.73,7.0000,50,2023Q2
"Salt Lake City-Provo-Orem, UT",7352,Auburn Pharmaceutical Salt Lake,515,558,0.9229,Warehouse,3.8255,16.25,6.7333,12200.46,1.0000,570,2023Q2
All Other Markets Combined,7360,Westwood Country Club ,21,21,1.0000,Food Services,1.0000,16.88235294117647,7.3600,966.37,2.2857,17,2023Q2
"Salt Lake City-Provo-Orem, UT",7363,Shell Roni Catering,8,9,0.8889,Food Services,1.5000,19.333333333333332,7.6250,508.46,15.2000,9,2023Q2
"Salt Lake City-Provo-Orem, UT",7366,Earth Harbor Naturals,312,354,0.8814,Manufacturing,2.4000,14,1.3636,10675.1,1.0725,336,2023Q2
All Other Markets Combined,7368,Palate Catering ,6,6,1.0000,Food Services,2.5000,17,3.0000,214.21,5.0000,5,2023Q2
All Other Markets Combined,7374,Eco Custom Homes,,,,Construction,,,5.0000,,,,
All Other Markets Combined,7375,Sparkle Wash Nashville,,,,Construction,,,25.5000,,,,
All Other Markets Combined,7376,Trinity Occasions LLC,1,2,0.5000,Events,2.0000,15,7.3333,10.5,,2,2023Q2
"Salt Lake City-Provo-Orem, UT",7377,Ogden Eccles Conference Center,38,42,0.9048,Food Services,5.2857,17,5.0000,1241.46,27.5000,37,2023Q2
All Other Markets Combined,7378,Prop Moving Co.,98,120,0.8167,Janitorial,2.1071,16.883928571428573,3.1972,2217.41,2.5882,118,2023Q2
All Other Markets Combined,7381,Staff2U,4,25,0.1600,Hospitality,8.3333,13.666666666666666,3.0000,182.87,0.0000,25,2023Q2
All Other Markets Combined,7384,Been there done that improvements ,28,41,0.6829,Janitorial,1.9697,14,34.5075,384,4.0000,65,2023Q2
All Other Markets Combined,7387,IFL MIA LLC,4,4,1.0000,Warehouse,1.0000,17,7.3571,174.62,2.0000,4,2023Q2
All Other Markets Combined,7388,Blue Kangaroo Packoutz of Central Georgia,117,137,0.8540,Warehouse,2.4697,17,6.0109,3673.68,2.8772,163,2023Q2
"Salt Lake City-Provo-Orem, UT",7394,Performance Insulation,40,44,0.9091,Manufacturing,1.2750,16.5,5.6667,2004.06,5.4643,51,2023Q2
All Other Markets Combined,7399,Redline Services LLC,41,67,0.6119,Events,8.2000,15,83.3000,1524.68,17.1667,82,2023Q2
All Other Markets Combined,7401,Huskey's Kitchen,194,216,0.8981,Food Services,1.4733,8.593333333333334,2.5417,3681.65,0.8803,221,2023Q2
All Other Markets Combined,7402,Lone Eagle Investing LLC,13,16,0.8125,Construction,2.1429,17,2.5714,689.04,1.0000,15,2023Q2
All Other Markets Combined,7408,JB Design & Remodeling,49,51,0.9608,Construction,2.2857,17.333333333333332,2.8519,2705.62,3.5556,48,2023Q2
All Other Markets Combined,7411,Nadeau Furniture - Miami,70,76,0.9211,Warehouse,2.8214,16,2.5517,2431.5,6.1538,79,2023Q2
All Other Markets Combined,7413,B.A.C.H Land Development,10,11,0.9091,Construction,1.8333,18,7.6000,467.6,7.8000,11,2023Q2
All Other Markets Combined,7417,Hormann LLC,209,244,0.8566,Warehouse,2.1513,17,5.2754,6901.76,1.5310,256,2023Q2
All Other Markets Combined,7419,"Headlee Roofing Co., Inc.",37,47,0.7872,Construction,2.6471,15,5.2273,1538.39,1.6875,45,2023Q2
All Other Markets Combined,7420,1-800 Water Damage of Pearland and League city,2,2,1.0000,Construction,1.0000,15,0.6667,50.67,2.0000,2,2023Q2
All Other Markets Combined,7421,TSI Installations,2,2,1.0000,Construction,2.0000,15,5.0000,81.12,,2,2023Q2
All Other Markets Combined,7423,WBN Home Improvement Specialists,4,6,0.6667,Construction,1.5000,12,5.0000,104.02,1.0000,6,2023Q2
All Other Markets Combined,7424,Snax,,,,Food Services,,,17.0000,,,,
All Other Markets Combined,7446,Green Roof Solutions,16,16,1.0000,Manufacturing,2.6000,17,3.0000,661.08,1.7500,13,2023Q2
"Salt Lake City-Provo-Orem, UT",7455,Magnum Bikes,6,6,1.0000,Warehouse,1.5000,17,2.5000,196.69,4.3333,6,2023Q2
"Salt Lake City-Provo-Orem, UT",7456,Lakeshore Plastics,15,15,1.0000,Manufacturing,1.0000,16.533333333333335,6.8571,561.63,5.5714,15,2023Q2
All Other Markets Combined,7458,B&B Quality Building Restoration,1,1,1.0000,Construction,1.0000,18,2.3333,50.28,,1,2023Q2
All Other Markets Combined,7461,Lazy Oaf Lounge,1,1,1.0000,Food Services,1.0000,17,4.0000,48.5,,1,2023Q2
All Other Markets Combined,7469,Northern Stampings Inc,59,61,0.9672,Manufacturing,1.0484,17.612903225806452,12.6667,2945.23,2.6429,65,2023Q2
All Other Markets Combined,7470,Auburn,163,228,0.7149,Warehouse,3.6349,14.158730158730158,5.5493,2971.97,1.4098,229,2023Q2
"Dallas-Fort Worth, TX-OK",7471,Salt & Pepper Catering,1,1,1.0000,Food Services,1.0000,21,32.5000,36.75,,1,2023Q3
"Dallas-Fort Worth, TX-OK",7475,Tasty Paella,1,1,1.0000,Food Services,1.0000,16,1.0000,25.92,,1,2023Q2
"Dallas-Fort Worth, TX-OK",7477,Alexis Event Venue,,,,Events,,,8.0000,,,,
"Dallas-Fort Worth, TX-OK",7478,KHYI,30,30,1.0000,Events,6.3333,15,5.6667,1220.3,0.5000,19,2023Q2
"Las Vegas-Henderson, NV",7483,"Battle Born Burgers, LLC",59,76,0.7763,Food Services,2.3226,13.758064516129032,6.0250,1648.1,4.8621,72,2023Q2
"Dallas-Fort Worth, TX-OK",7499,Pampered Pooch Events,5,5,1.0000,Events,2.0000,15,10.5000,114.03,47.0000,4,2023Q2
"Salt Lake City-Provo-Orem, UT",7510,Limitless Fulfillment,4,4,1.0000,Warehouse,1.0000,15,1.8000,87.49,3.3333,4,2023Q2
"Dallas-Fort Worth, TX-OK",7511,Greedys Burgers LLC ,8,8,1.0000,Food Services,1.0000,13,1.9000,122.93,15.4286,9,2023Q2
All Other Markets Combined,7514,Jenkins Restorations - Norcross/Atlanta ,,,,Construction,1.0000,17,7.0000,,,1,
All Other Markets Combined,7515,Pet Supplies Plus Telfair Sugar Land,1,1,1.0000,Retail,1.0000,15,2.3333,19.6,,3,2023Q2
All Other Markets Combined,7516,Stay Golden,6,6,1.0000,Food Services,1.0000,16,2.2500,145.95,8.2000,8,2023Q2
All Other Markets Combined,7519,Millennial Eatz LLC.,7,7,1.0000,Food Services,3.0000,16,4.0000,194.87,50.0000,6,2023Q2
All Other Markets Combined,7525,Werner Final Mile,,,,Warehouse,,,4.0000,,,,
All Other Markets Combined,7528,Water Damage Pros TN LLC,2,3,0.6667,Janitorial,3.0000,17,3.0000,56.53,,3,2023Q3
All Other Markets Combined,7531,Jamillahs Decor ,2,3,0.6667,Events,3.0000,15,4.0000,44,,3,2023Q2
"Salt Lake City-Provo-Orem, UT",7544,Egyptian Theatre,3,4,0.7500,Performance Arts,4.0000,17,20.0000,58.44,,4,2023Q2
All Other Markets Combined,7553,Twin Lakes Golf Club,12,20,0.6000,Food Services,1.6667,17.5,3.3636,537.72,12.4000,20,2023Q2
"Las Vegas-Henderson, NV",7555,Gone Junkin vegas,6,6,1.0000,Construction,1.7500,15.5,2.0000,233.79,67.0000,7,2023Q2
"Salt Lake City-Provo-Orem, UT",7559,Anodizing & Metal Coatings,3,3,1.0000,Manufacturing,1.0000,15,3.5000,125.25,2.0000,4,2023Q2
"Dallas-Fort Worth, TX-OK",7560,Manifest Commerce,,,,Warehouse,,,45.5000,,,,
All Other Markets Combined,7562,Thorne Electric,9,9,1.0000,Warehouse,1.0000,15.5,6.0000,395.2,8.1250,10,2023Q2
"Salt Lake City-Provo-Orem, UT",7572,This Is The Place Heritage Park,2,2,1.0000,Events,1.0000,15,6.0000,74.56,0.0000,2,2023Q2
All Other Markets Combined,7579,Hormann Innovative Door Systems,44,52,0.8462,Warehouse,1.7241,16.862068965517242,5.2632,1828.61,2.2857,50,2023Q2
All Other Markets Combined,7581,Preferred Food Service Design & Supply,,,,Warehouse,2.0000,17,0.0000,,,2,
"Dallas-Fort Worth, TX-OK",7582,Cimarron Court,2,2,1.0000,Office Admin,1.0000,15,3.3333,66,3.0000,3,2023Q2
All Other Markets Combined,7583,Party at the Moontower Event Rentals ,,,,Events,,,26.5000,,,,
All Other Markets Combined,7588,"Gateway Distribution, LLC",33,47,0.7021,Warehouse,1.7241,15,35.7778,1431.1,1.7600,50,2023Q3
"Dallas-Fort Worth, TX-OK",7589,Tote Sytems International,12,12,1.0000,Manufacturing,4.0000,15,19.5000,506.46,1.0000,12,2023Q2
All Other Markets Combined,7595,DOMICOVE INC,1,1,1.0000,Manufacturing,1.0000,12,5.0000,0,,1,2023Q3
"Salt Lake City-Provo-Orem, UT",7596,Hulk Movers and Cleaning Services,2,2,1.0000,Delivery,1.0000,17,5.2000,71.4,0.0000,3,2023Q2
All Other Markets Combined,7612,Shield's Pizza,,,,Food Services,,,2.0000,,,,
All Other Markets Combined,7619,Quantum Business & Entertainment Services,10,11,0.9091,Janitorial,2.0000,17,7.5000,163.12,2.3333,8,2023Q2
All Other Markets Combined,7620,Viacon Inc.,,,,Construction,4.0000,18.5,57.0000,,,4,
All Other Markets Combined,7621,PrettyBarb Collection,1,1,1.0000,Retail,1.0000,17,1.0000,0,,1,2023Q2
"Dallas-Fort Worth, TX-OK",7622,Ekko's Gyros and Foods,9,9,1.0000,Food Services,1.0000,17,18.5714,219.32,4.2500,17,2023Q3
All Other Markets Combined,7629,The Dima Group electric Automation and design,2,2,1.0000,Construction,2.0000,18,4.0000,0,,2,2023Q2
All Other Markets Combined,7630,CJI PIPING AND FABRICATION ,20,26,0.7692,Construction,3.7143,16,3.9167,1190.24,2.3333,26,2023Q2
"Dallas-Fort Worth, TX-OK",7632,BNC Solutions,7,8,0.8750,Warehouse,4.0000,17.5,27.0000,247.62,88.0000,8,2023Q3
All Other Markets Combined,7633,Grupo Eulen,1,3,0.3333,Janitorial,3.0000,14.75,7.0000,22.13,,3,2023Q2
All Other Markets Combined,7637,Sweet Soul Bistro,1,1,1.0000,Food Services,1.0000,15,68.0000,15.6,,2,2023Q4
All Other Markets Combined,7640,Nadeau Furniture With a Soul - Nashville,5,5,1.0000,Retail,1.0000,17,13.2000,157.69,14.5000,5,2023Q3
All Other Markets Combined,7643,Artz Brothers Landscapes LLC,1,1,1.0000,Construction,1.0000,17,6.0000,38.25,,1,2023Q3
"Dallas-Fort Worth, TX-OK",7644,AmericanMHH,2,2,1.0000,Construction,1.0000,12,3.5000,26.8,3.0000,2,2023Q2
All Other Markets Combined,7647,"Pro Landscape Solutions, LLC",23,52,0.4423,Construction,4.0000,12.307692307692308,4.0417,711.32,1.5000,52,2023Q2
"Dallas-Fort Worth, TX-OK",7648,Dalworth Restoration,1,1,1.0000,Construction,1.0000,15,3.0000,28.88,,1,2023Q2
"Dallas-Fort Worth, TX-OK",7649,Elegant Affair,,,,Events,,,2.5000,,,,
All Other Markets Combined,7661,Clark Professional Cleaning,15,17,0.8824,Janitorial,2.1111,16.22222222222222,3.8125,541.96,4.5714,19,2023Q2
All Other Markets Combined,7671,Fashion Forms,16,22,0.7273,Warehouse,2.7500,16,13.8696,399.66,1.1429,22,2023Q3
"Dallas-Fort Worth, TX-OK",7675,Hospitality Inspirado,,,,Hospitality,,,13.4286,,,,
"Salt Lake City-Provo-Orem, UT",7676,Fantastic Face Painting,1,1,1.0000,Events,1.0000,20,5.0000,56.56,,1,2023Q2
"Salt Lake City-Provo-Orem, UT",7678,Jumpolines Party Rentals,12,13,0.9231,Events,6.5000,17,23.6667,204.72,12.0000,13,2023Q3
All Other Markets Combined,7681,Party Rentals of Virginia ,,,,Events,,,9.6667,,,,
"Salt Lake City-Provo-Orem, UT",7682,Omni Logistics Salt Lake,9,9,1.0000,Warehouse,1.2222,17,3.8235,412.51,2.0000,11,2023Q2
"Dallas-Fort Worth, TX-OK",7686,Navetta Design,3,3,1.0000,Construction,2.0000,20,1.0000,91.14,,2,2023Q2
All Other Markets Combined,7688,Patio Plus,15,16,0.9375,Retail,2.6667,20,1.0000,590.91,2.0000,16,2023Q2
All Other Markets Combined,7694,Breakthru Beverage,79,89,0.8876,Delivery,2.9000,19.5,6.6250,6253.07,2.1071,87,2023Q2
All Other Markets Combined,7698,OXFORD CLEANERS,16,20,0.8000,Janitorial,1.7273,14,3.4545,377.81,11.0000,19,2023Q2
All Other Markets Combined,7700,MLL Schoenherr Inc,52,63,0.8254,Warehouse,1.8788,17.09090909090909,13.3860,2133.98,1.2188,62,2023Q2
All Other Markets Combined,7701,"D & M Enterprise, Inc.",5,5,1.0000,Construction,2.0000,14.5,8.0000,161.88,28.0000,4,2023Q3
All Other Markets Combined,7704,Team Packaging Company,3,4,0.7500,Manufacturing,2.0000,17,16.5000,163.2,1.0000,4,2023Q2
All Other Markets Combined,7716,D.B. Graphics ,,,,Retail,1.0000,20,3.0000,,,1,
All Other Markets Combined,7723,Maven Engineering Corporation,7,7,1.0000,Warehouse,2.5000,17,5.6667,353.74,1.0000,5,2023Q2
All Other Markets Combined,7726,KMS Developers LLC,4,4,1.0000,Construction,1.0000,20,20.5000,185.6,10.0000,3,2023Q3
"Dallas-Fort Worth, TX-OK",7727,Restoration 1 ,109,114,0.9561,Construction,3.5667,16.666666666666668,2.7222,3928.05,4.1071,107,2023Q2
"Dallas-Fort Worth, TX-OK",7729,Evergreen Paper Recycling,6,7,0.8571,Manufacturing,2.3333,17,5.8182,218.42,1.0000,7,2023Q2
All Other Markets Combined,7730,Work Ready Pros,,,,Warehouse,,,25.8000,,,,
"Dallas-Fort Worth, TX-OK",7734,Heavyliftersmoving ,,,,Delivery,,,1.0000,,,,
All Other Markets Combined,7736,Stuffed Burritos,20,20,1.0000,Food Services,1.0000,12,6.6538,552.23,1.0000,20,2023Q3
"Las Vegas-Henderson, NV",7739,You've Got Maids Henderson,1,1,1.0000,Janitorial,1.0000,15,2.0000,0,,1,2023Q2
All Other Markets Combined,7741,Parkhurst at Randolph-Macon College,295,336,0.8780,Food Services,1.3726,14.319391634980988,5.8966,9676.16,0.3040,361,2023Q3
"Salt Lake City-Provo-Orem, UT",7743,Inxy Print,456,511,0.8924,Manufacturing,1.8745,14.517110266159696,4.5285,19425.74,0.3254,493,2023Q3
"Las Vegas-Henderson, NV",7747,The Clean Supps LLC,59,68,0.8676,Warehouse,6.0909,13.5,0.8182,1972.99,1.4000,67,2023Q3
"Dallas-Fort Worth, TX-OK",7759,Orion Access Control Systems,,,,Technology,,,2.0000,,,,
"Salt Lake City-Provo-Orem, UT",7760,Outdoor Equipped,,,,Warehouse,,,14.0000,,,,
All Other Markets Combined,7770,Pronto Diner,20,20,1.0000,Food Services,1.0000,16.9,3.5313,849.09,6.2105,20,2023Q3
All Other Markets Combined,7775,FJH Custodial Services,8,9,0.8889,Janitorial,2.2500,13,2.5000,287.54,1.0000,9,2023Q3
All Other Markets Combined,7778,Physician Naturals,,,,Warehouse,,,8.0000,,,,
All Other Markets Combined,7780,SA Smart Solutions,8,11,0.7273,Sales,1.8571,23.571428571428573,9.2174,484.16,1.6000,13,2023Q3
All Other Markets Combined,7782,Xigma Engineering & Fabrication,3,3,1.0000,Manufacturing,1.0000,15.5,10.0000,19.34,77.0000,2,2023Q3
All Other Markets Combined,7783,Dekoland,13,13,1.0000,Warehouse,1.0769,16.076923076923077,4.1000,495.54,2.7273,14,2023Q3
All Other Markets Combined,7785,Kleen 2 the T Cleaning LLC,,,,Janitorial,,,10.0000,,,,
All Other Markets Combined,7792,Last Call Diner,5,5,1.0000,Food Services,1.0000,17,4.0000,210.48,0.7500,5,2023Q3
"Dallas-Fort Worth, TX-OK",7799,Love and Boat,1,1,1.0000,Hospitality,1.0000,12,13.4286,16.8,,4,2023Q3
"Salt Lake City-Provo-Orem, UT",7806,Pemro ,4,4,1.0000,Warehouse,2.0000,17,2.5000,102,1.0000,4,2023Q3
"Dallas-Fort Worth, TX-OK",7808,Cowtown Bindery,10,10,1.0000,Manufacturing,1.5714,12,2.1111,360.29,22.4000,11,2023Q3
"Dallas-Fort Worth, TX-OK",7819,Backyard Butler,2,2,1.0000,Janitorial,2.0000,15,3.0000,89.25,,2,2023Q4
"Dallas-Fort Worth, TX-OK",7821,"Austen Consultants, LLC",8,15,0.5333,Technology,3.0000,15,7.2609,336.11,1.0000,15,2023Q3
All Other Markets Combined,7827,Lindfast Solutions Group - Minneapolis,25,25,1.0000,Manufacturing,1.0000,17.5,13.1020,1138.84,1.5833,27,2023Q3
"Dallas-Fort Worth, TX-OK",7828,"Ditek Consulting, lLC",19,22,0.8636,Warehouse,4.2000,18,8.3333,413.77,12.0000,21,2023Q3
All Other Markets Combined,7829,Socks Galore Wholesale,,,,Warehouse,,,6.5000,,,,
"Las Vegas-Henderson, NV",7830,Moroccan Oil,161,169,0.9527,Warehouse,1.5000,16.933333333333334,41.1803,7727.64,0.7064,270,2023Q3
"Salt Lake City-Provo-Orem, UT",7835,NUTRALAB EUROPE LLC,7,12,0.5833,Manufacturing,3.0000,15,4.2000,267.31,1.6667,12,2023Q3
"Dallas-Fort Worth, TX-OK",7838,D&S Catering,2,2,1.0000,Food Services,1.0000,15,6.5000,51.82,0.0000,2,2023Q3
All Other Markets Combined,7839,Sabor Provisions ,,,,Food Services,,,46.5000,,,,
"Dallas-Fort Worth, TX-OK",7843,EGM Enterprises,61,71,0.8592,Manufacturing,2.0938,16.0625,4.7250,2439.03,2.8387,67,2023Q3
"Dallas-Fort Worth, TX-OK",7850,L.A. Divine Cuisine Catering,13,14,0.9286,Food Services,1.8571,20.214285714285715,8.7000,354.33,19.0000,13,2023Q3
All Other Markets Combined,7851,"Banbury Management, LLC.",125,132,0.9470,Events,1.5275,17.28021978021978,3.1261,4797.72,1.3171,139,2023Q3
All Other Markets Combined,7866,Green-ER,3,5,0.6000,Sales,5.0000,16,3.0000,114.8,,5,2023Q3
All Other Markets Combined,7868,MG ACCESSORIES AND DISTRIBUTION INC.,31,32,0.9688,Warehouse,1.2308,17,4.7273,1359.85,1.9600,32,2023Q3
All Other Markets Combined,7869,Interstate Parking Company,210,569,0.3691,Real Estate,14.9737,17,52.3846,10171.69,0.7568,569,2023Q3
All Other Markets Combined,7871,David Wilson Designs,,,,Construction,,,1.0000,,,,
All Other Markets Combined,7873,Abikev Cleaning,41,69,0.5942,Janitorial,9.1250,13.25,13.5625,1042.01,0.1667,73,2023Q3
All Other Markets Combined,7876,Gulf Atlantic Warehouse,8,8,1.0000,Warehouse,1.0000,15,2.0000,263.1,1.0000,8,2023Q3
"Salt Lake City-Provo-Orem, UT",7879,GetMovin Family Games,,,,Warehouse,,,7.5000,,,,
All Other Markets Combined,7881,Colonial Downs & Rosie’s Gaming Emporium,,,,Hospitality,2.7500,14.8125,6.7727,,,44,
"Dallas-Fort Worth, TX-OK",7883,AR-Cleaning LLC,18,18,1.0000,Janitorial,1.3333,17,2.5000,821.58,2.7273,16,2023Q3
All Other Markets Combined,7890,Save Your Back Moving,8,8,1.0000,Delivery,1.2222,17.52777777777778,2.9375,317.34,14.6000,11,2023Q3
All Other Markets Combined,7891,We Know Fresh LLC,1,1,1.0000,Janitorial,1.0000,15,5.0000,15.75,,1,2023Q3
All Other Markets Combined,7892,EZ Connect Inc,12,12,1.0000,Technology,2.4000,18,1.0000,500.36,3.6667,12,2023Q3
"Dallas-Fort Worth, TX-OK",7894,University Park United Methodist Church,42,45,0.9333,Janitorial,1.1944,15.527777777777779,4.6750,1662.6,1.6471,43,2023Q3
"Dallas-Fort Worth, TX-OK",7896,Alliance Rubbish Removal,3,3,1.0000,Construction,1.5000,15,2.6667,93.61,57.0000,3,2023Q3
All Other Markets Combined,7898,Physical Therapy Now Miami Gardens,1,1,1.0000,Medical,1.0000,15,1.0000,0,,1,2023Q3
All Other Markets Combined,7899,"M&B Cleaning Service, LLC",6,13,0.4615,Janitorial,6.5000,10,12.5000,147,0.0000,13,2023Q3
All Other Markets Combined,7902,Spic and Squeaky,,,,Janitorial,,,1.0000,,,,
"Dallas-Fort Worth, TX-OK",7905,Hoymiles Power Electronics USA Inc.,6,6,1.0000,Warehouse,1.0000,20,2.2222,70.86,3.0000,7,2023Q3
All Other Markets Combined,7907,Finesta,93,105,0.8857,Retail,8.0769,15,16.6667,3828.16,5.5000,105,2023Q3
